ObjectID            RA                  DEC                 z_match             Imag                Imag_error          Classification
119535              53.03374481         -27.7165699         2.0145              24.74               0.032                1                  
119561              53.12183762         -27.71638489        2.7008              25.21               0.048                1                  
119562              53.05731964         -27.71680069        1.5533              25.879              0.06                 1                  
119586              53.13698959         -27.71653366        2.6509              25.764              0.059                1                  
119646              53.12465286         -27.71644974        1.8105              25.74               0.065                1                  
119750              53.04941177         -27.71526718        2.2958              24.643              0.031                1                  
119814              53.06501389         -27.71622467        3.7259              25.995              0.072                1                  
119848              53.06451797         -27.71598434        1.6988              25.246              0.047                1                  
119887              53.04892731         -27.71554947        1.7964              25.281              0.048                1                  
119959              53.09053802         -27.71529961        2.30521             24.318              0.026                1                  
119965              53.06783295         -27.71593475        2.3455              25.373              0.043                1                  
120067              53.0522995          -27.71467972        2.2603              25.523              0.067                1                  
120089              53.13899994         -27.71529007        3.3996              24.262              0.021                1                  
12010               53.15500641         -27.92453766        2.5442              24.49               0.026                1                  
120147              53.09764862         -27.71528244        2.09                24.693              0.031                1                  
120165              53.10032272         -27.71536636        1.6534              25.401              0.052                1                  
120240              53.10216141         -27.7148819         1.817               25.132              0.043                1                  
120279              53.03649139         -27.71497154        2.6634              25.841              0.073                1                  
120409              53.11985016         -27.71478462        1.94763             24.846              0.041                1                  
120434              53.04137421         -27.71396828        2.22199             23.697              0.025                1                  
120457              53.06932831         -27.71481895        3.5128              24.861              0.031                1                  
120461              53.03675842         -27.71378136        2.49908             24.871              0.041                1                  
120512              53.09632874         -27.71481133        1.5675              25.948              0.075                1                  
120538              53.11212921         -27.71459961        1.72645             24.497              0.027                1                  
120540              53.09211349         -27.71484756        3.7781              25.759              0.054                1                  
120549              53.10372543         -27.71408844        2.256               24.791              0.037                1                  
120554              53.03609848         -27.71394348        2.06792             24.413              0.03                 1                  
120561              53.03622818         -27.71348381        2.19472             24.473              0.033                1                  
120610              53.07393265         -27.71444321        3.0025              25.586              0.054                1                  
120669              53.1389389          -27.71428108        3.0693              25.543              0.072                1                  
120707              53.093647           -27.7144928         3.5711              25.87               0.06                 1                  
120767              53.11804581         -27.71414757        2.293               25.638              0.059                1                  
120777              53.11250687         -27.71327591        1.78292             24.475              0.035                1                  
120804              53.10831451         -27.71412849        3.7568              25.937              0.081                1                  
120832              53.09807968         -27.71370888        1.613               24.287              0.025                1                  
120836              53.03675842         -27.71378136        2.49908             24.732              0.035                1                  
120841              53.0786705          -27.7142868         3.057               25.983              0.077                1                  
120858              53.12101746         -27.71431351        2.2716              25.862              0.061                1                  
120866              53.12976456         -27.71412277        3.1142              25.558              0.051                1                  
120877              53.08212662         -27.71375084        2.07714             24.475              0.028                1                  
120885              53.11718369         -27.71340752        1.61431             24.032              0.02                 1                  
120981              53.13481903         -27.71335983        2.42979             23.754              0.019                1                  
120988              53.12900543         -27.71342468        1.53958             24.739              0.035                1                  
121018              53.08309937         -27.71377754        2.3023              25.347              0.055                1                  
121044              53.11837387         -27.71293449        2.14401             23.849              0.019                1                  
121057              53.05084229         -27.71371078        2.354               25.735              0.079                1                  
121073              53.02885056         -27.71373749        2.05262             24.93               0.036                1                  
121081              53.03312683         -27.71339989        2.52542             25.371              0.055                1                  
121102              53.03639984         -27.71293259        2.2145              24.44               0.033                1                  
121124              53.08438873         -27.71336555        2.4703              25.645              0.07                 1                  
121134              53.13439941         -27.71315956        2.5914              25.587              0.086                1                  
121137              53.07832336         -27.71343994        2.9431              24.757              0.032                1                  
121142              53.13446045         -27.71373749        3.5843              25.968              0.066                1                  
121191              53.03853607         -27.71328926        2.6457              24.739              0.036                1                  
121218              53.04751587         -27.71299744        1.642               25.576              0.065                1                  
121236              53.11738968         -27.71077538        1.63794             24.028              0.026                1                  
121242              53.1035347          -27.71345139        3.4581              25.078              0.037                1                  
121420              53.11639786         -27.7127018         1.613               24.947              0.034                1                  
121428              53.07844162         -27.71331024        3.0398              25.999              0.059                1                  
121429              53.04338455         -27.71317673        2.7201              24.77               0.03                 1                  
121449              53.06611633         -27.71323586        2.3028              25.696              0.049                1                  
121460              53.12636948         -27.71124649        1.6261              23.359              0.019                1                  
121474              53.13700104         -27.71284866        2.06945             24.06               0.021                1                  
121495              53.12363815         -27.71312714        1.9448              25.895              0.067                1                  
121507              53.09230042         -27.71216393        1.62085             24.025              0.022                1                  
121534              53.10621262         -27.71281433        2.555               25.735              0.071                1                  
121554              53.12535095         -27.71191216        1.90374             24.133              0.026                1                  
121561              53.07687759         -27.71284676        2.4103              25.29               0.042                1                  
121616              53.1274147          -27.71206284        1.67915             25.836              0.08                 1                  
121642              53.09020615         -27.71222687        2.7281              25.131              0.048                1                  
121729              53.10071182         -27.71204567        2.2477              25.623              0.065                1                  
121765              53.04366684         -27.71197319        2.5521              25.961              0.077                1                  
121787              53.08107758         -27.71239853        3.4895              25.98               0.076                1                  
121807              53.07162857         -27.71233368        2.6626              25.296              0.048                1                  
121816              53.0340538          -27.71126556        2.25437             24.046              0.025                1                  
121848              53.12057114         -27.71084023        1.7982              25.071              0.053                1                  
121869              53.1121788          -27.71103668        1.60648             23.317              0.015                1                  
121896              53.12244415         -27.71200562        1.6594              25.197              0.044                1                  
121907              53.03807449         -27.71170807        2.5835              25.86               0.073                1                  
121926              53.10340118         -27.71129608        2.1299              24.392              0.029                1                  
121944              53.12034988         -27.71197319        1.5821              25.698              0.063                1                  
121951              53.08313751         -27.71198654        2.3507              25.951              0.108                1                  
121958              53.05158234         -27.71203995        2.4875              25.506              0.052                1                  
122004              53.11130524         -27.71168518        2.6777              25.503              0.06                 1                  
122043              53.08946609         -27.71154785        1.68586             25.609              0.086                1                  
122080              53.12282562         -27.71119499        1.613               25.363              0.054                1                  
122102              53.08946609         -27.71154785        1.68586             25.487              0.063                1                  
122134              53.1268158          -27.71120834        1.6295              24.902              0.037                1                  
122173              53.04063416         -27.71123886        2.1203              25.47               0.068                1                  
122248              53.12965393         -27.71135712        2.3953              25.895              0.066                1                  
122269              53.10784531         -27.71064949        1.60387             24.788              0.036                1                  
122273              53.10556412         -27.71138191        1.7562              25.669              0.063                1                  
122330              53.12672424         -27.71140671        1.8314              25.709              0.054                1                  
122354              53.03947067         -27.71065521        2.60384             25.252              0.058                1                  
122364              53.10898972         -27.71096992        3.6641              25.663              0.06                 1                  
122372              53.03991318         -27.71094513        2.55196             24.803              0.035                1                  
122398              53.10852432         -27.71014977        1.613               24.991              0.043                1                  
122399              53.04840088         -27.70952606        1.6163              25.248              0.047                1                  
122454              53.0772171          -27.7096138         1.53578             23.88               0.023                1                  
122480              53.10604858         -27.71072388        2.3272              25.784              0.07                 1                  
122485              53.03116608         -27.71003914        2.04652             24.655              0.038                1                  
122495              53.12674332         -27.71096802        1.5841              25.871              0.065                1                  
122549              53.12392807         -27.71058655        2.2786              25.21               0.042                1                  
122612              53.11985779         -27.71049309        1.6145              25.185              0.037                1                  
122620              53.08605576         -27.70956421        1.6738              24.379              0.038                1                  
122621              53.08013535         -27.71054077        2.7262              25.333              0.041                1                  
122635              53.08688354         -27.71012878        2.7533              25.341              0.055                1                  
122810              53.06240463         -27.7069149         1.9135              22.91               0.012                1                  
122907              53.09141541         -27.70995522        1.9165              24.718              0.028                1                  
122936              53.12092209         -27.70943642        3.4411              24.782              0.032                1                  
122948              53.09004211         -27.70922661        1.75661             24.585              0.033                1                  
122977              53.07890701         -27.70944214        1.6292              25.301              0.054                1                  
123197              53.03941345         -27.70936775        2.3178              25.7                0.066                1                  
123234              53.05167389         -27.7088604         2.8151              25.607              0.061                1                  
123285              53.09684753         -27.70878792        2.1293              24.894              0.03                 1                  
123350              53.13573456         -27.70843315        1.6429              24.569              0.035                1                  
123363              53.08751678         -27.70776749        3.109               25.186              0.065                1                  
123417              53.05516434         -27.70814323        2.8675              25.055              0.042                1                  
123419              53.13064575         -27.70788383        1.61431             25.318              0.063                1                  
123448              53.05866241         -27.70843887        2.0263              24.457              0.024                1                  
123461              53.1224823          -27.70864677        2.3287              25.899              0.065                1                  
123473              53.12937546         -27.70734406        1.61954             24.261              0.024                1                  
123517              53.03158951         -27.70723724        2.05109             23.494              0.016                1                  
123550              53.05858612         -27.70827866        1.653               24.649              0.038                1                  
123675              53.10414124         -27.7080307         3.3266              25.57               0.061                1                  
123677              53.06679153         -27.70770454        2.2735              24.628              0.033                1                  
123705              53.06676865         -27.70799255        1.6601              25.238              0.046                1                  
123834              53.06700134         -27.70778465        1.8441              25.071              0.038                1                  
123857              53.13273621         -27.7080822         1.6995              25.809              0.063                1                  
12396               53.15816116         -27.92571068        2.7936              25.051              0.036                1                  
12401               53.16894913         -27.92586708        2.3567              25.065              0.034                1                  
124069              53.06672287         -27.70747757        2.0455              25.195              0.046                1                  
124081              53.04365921         -27.7069397         2.5031              24.594              0.033                1                  
124101              53.06197357         -27.70648193        1.9224              25.051              0.058                1                  
124154              53.12862015         -27.70729446        1.60257             24.864              0.032                1                  
12416               53.17635345         -27.92553711        2.2034              25.098              0.04                 1                  
124176              53.12600708         -27.70605659        1.6869              25.299              0.05                 1                  
124217              53.03392029         -27.70696449        2.0211              25.491              0.052                1                  
124269              53.05025864         -27.70708656        1.6093              25.613              0.05                 1                  
124302              53.10149002         -27.70679855        1.8428              25.807              0.073                1                  
124321              53.06421661         -27.70650864        1.6299              25.179              0.042                1                  
12438               53.1284523          -27.92557335        1.9886              25.516              0.054                1                  
124451              53.03601456         -27.70588684        2.04957             24.626              0.037                1                  
124511              53.10456848         -27.70542145        1.61823             24.709              0.039                1                  
124624              53.10485458         -27.70521736        1.617               22.546              0.008                1                  
124628              53.03371048         -27.7050724         2.19952             23.356              0.016                1                  
124640              53.0520134          -27.70594788        2.6117              24.803              0.034                1                  
124712              53.10068512         -27.70597458        2.0996              25.702              0.055                1                  
124823              53.07130051         -27.70580673        1.6161              25.163              0.034                1                  
124960              53.074646           -27.7048912         2.0709              24.681              0.033                1                  
125113              53.06745911         -27.70429611        1.6721              25.105              0.048                1                  
125147              53.05392075         -27.70464706        2.6462              24.953              0.039                1                  
125184              53.07138824         -27.7049427         3.4106              25.064              0.035                1                  
125275              53.12245941         -27.70430183        2.1396              25.918              0.096                1                  
125340              53.04721451         -27.70417786        2.5943              25.452              0.049                1                  
125464              53.0357399          -27.70378113        2.18197             23.931              0.024                1                  
125466              53.12539291         -27.70337868        1.56639             23.796              0.023                1                  
125493              53.03447723         -27.70326805        1.80247             23.48               0.018                1                  
125497              53.10384369         -27.70412254        2.5589              25.018              0.036                1                  
125510              53.08446503         -27.70418549        2.54841             25.718              0.074                1                  
125629              53.03248596         -27.70362663        3.4213              25.374              0.066                1                  
125643              53.08571243         -27.70285988        2.3215              24.823              0.04                 1                  
125760              53.06174469         -27.70333672        2.3162              24.922              0.031                1                  
125860              53.12345123         -27.70146942        2.57691             24.837              0.043                1                  
125930              53.09480286         -27.70322227        1.83346             24.491              0.026                1                  
125989              53.10728073         -27.70340729        2.5891              25.694              0.057                1                  
125992              53.09619904         -27.70300102        2.1846              25.672              0.071                1                  
126014              53.04681396         -27.7033062         3.634               25.247              0.038                1                  
126017              53.10204697         -27.7030983         2.052               25.564              0.05                 1                  
126020              53.06259918         -27.70251083        2.7561              23.823              0.019                1                  
126054              53.12902069         -27.70216942        2.19312             23.892              0.023                1                  
126123              53.06573105         -27.7021656         2.7602              24.487              0.032                1                  
126215              53.12237549         -27.70281219        2.99                25.321              0.039                1                  
126236              53.06337357         -27.70282173        2.8605              25.372              0.044                1                  
126270              53.03323746         -27.70271873        2.7185              25.047              0.031                1                  
126306              53.06293869         -27.70243835        1.7084              25.371              0.051                1                  
126319              53.11170578         -27.6989975         1.614               22.772              0.01                 1                  
126496              53.0659523          -27.70185089        2.1493              25.763              0.066                1                  
126553              53.10806274         -27.70202827        1.7463              24.946              0.034                1                  
126585              53.02464676         -27.70200729        2.6554              25.929              0.065                1                  
126627              53.02283096         -27.70185471        3.0963              25.949              0.08                 1                  
126640              53.06227493         -27.70112419        2.0638              24.806              0.042                1                  
126763              53.0566864          -27.70149803        1.6503              25.519              0.057                1                  
126792              53.08486176         -27.70146942        1.5378              24.686              0.029                1                  
126851              53.09723282         -27.69862175        1.56511             23.757              0.026                1                  
127005              53.0942955          -27.7009182         2.41269             24.198              0.025                1                  
127027              53.07155228         -27.70072174        2.1068              25.534              0.089                1                  
12704               53.16705322         -27.92367554        1.6578              23.652              0.023                1                  
127069              53.08743286         -27.70101738        2.7564              25.863              0.063                1                  
127114              53.02131653         -27.7009449         2.5759              25.742              0.065                1                  
127128              53.08716965         -27.70023155        1.70878             24.815              0.03                 1                  
127133              53.06325531         -27.69963646        2.2953              24.969              0.037                1                  
127139              53.11034393         -27.70062828        1.77458             24.73               0.03                 1                  
127317              53.07587051         -27.69981384        1.9747              25.747              0.077                1                  
127346              53.07407379         -27.70012665        1.6192              24.591              0.027                1                  
127430              53.10985184         -27.69982529        1.7154              24.867              0.033                1                  
127442              53.02743912         -27.69981575        3.6955              25.041              0.039                1                  
127577              53.10877228         -27.69997406        1.5883              25.114              0.034                1                  
127678              53.0407753          -27.69968224        2.4132              25.771              0.052                1                  
127714              53.0729599          -27.69947433        3.4659              25.38               0.051                1                  
127889              53.058918           -27.69782066        2.5752              24.134              0.025                1                  
127896              53.06055069         -27.6985054         3.1681              24.882              0.035                1                  
127986              53.06300354         -27.6984539         2.1543              24.791              0.043                1                  
128023              53.06244278         -27.69874954        2.2715              25.14               0.037                1                  
128024              53.05980682         -27.69767952        1.6378              24.887              0.035                1                  
128063              53.06723404         -27.69844627        1.6215              25.818              0.058                1                  
128091              53.10325623         -27.69882202        1.6256              25.863              0.072                1                  
128126              53.05530167         -27.69781685        2.8174              25.124              0.042                1                  
128150              53.07275391         -27.69801903        2.454               24.666              0.036                1                  
128267              53.09854126         -27.69809914        2.6666              25.356              0.051                1                  
128281              53.0344429          -27.69820976        2.18                25.261              0.037                1                  
128326              53.05754471         -27.69773483        2.5818              25.624              0.048                1                  
128566              53.04143143         -27.69766808        3.6632              25.779              0.052                1                  
128577              53.06281662         -27.69704247        2.2947              25.393              0.052                1                  
128674              53.05272675         -27.69695663        1.5616              25.738              0.076                1                  
128748              53.07652664         -27.69666862        2.2871              25.546              0.076                1                  
128759              53.08638            -27.6969986         3.7843              25.567              0.061                1                  
128767              53.07009888         -27.69701767        3.7074              24.421              0.026                1                  
128795              53.09548187         -27.69684219        1.985               25.805              0.058                1                  
128884              53.06885529         -27.69677353        2.9918              25.994              0.08                 1                  
128900              53.07926559         -27.69682312        1.6525              25.656              0.052                1                  
128916              53.02850723         -27.69673729        1.6833              25.338              0.043                1                  
129014              53.10813522         -27.69630623        1.7051              24.913              0.037                1                  
129237              53.0657692          -27.69598007        3.5339              24.992              0.035                1                  
129318              53.04139709         -27.69574356        3.504               25.011              0.036                1                  
129334              53.07053757         -27.69565201        1.6012              24.337              0.022                1                  
129356              53.06583786         -27.69586182        3.7379              24.741              0.029                1                  
129359              53.10829544         -27.69526482        2.6464              24.408              0.027                1                  
129427              53.05838013         -27.69535065        3.6904              25.099              0.038                1                  
129502              53.0570755          -27.69499969        1.6625              25.086              0.044                1                  
129648              53.07243729         -27.69511604        3.7341              24.867              0.034                1                  
129668              53.04790497         -27.69513512        2.518               25.601              0.061                1                  
129842              53.10474014         -27.69485664        1.5379              25.4                0.041                1                  
129873              53.05237198         -27.69371986        2.8171              24.673              0.04                 1                  
129896              53.06960297         -27.69312477        1.5871              24.37               0.028                1                  
129937              53.10490417         -27.69461823        2.2757              24.989              0.033                1                  
130063              53.09056854         -27.69412231        1.8504              25.295              0.049                1                  
13007               53.15661621         -27.92426872        2.6746              25.739              0.069                1                  
130165              53.0788002          -27.69374466        2.2694              24.977              0.032                1                  
130212              53.07281494         -27.69334793        1.5654              24.435              0.028                1                  
130226              53.04017639         -27.6929493         2.788               23.816              0.023                1                  
130301              53.05438995         -27.69371986        2.8099              25.583              0.055                1                  
130385              53.0695343          -27.6925106         2.1327              24.636              0.03                 1                  
130561              53.04480362         -27.69267845        1.7342              25.415              0.055                1                  
130759              53.04749298         -27.69201851        1.6771              24.595              0.033                1                  
13076               53.18158722         -27.92416954        3.3262              25.102              0.038                1                  
130788              53.0474968          -27.69266319        1.7037              25.884              0.058                1                  
130813              53.07928467         -27.6913681         2.6324              23.869              0.02                 1                  
13083               53.16652298         -27.92442513        2.6283              25.59               0.05                 1                  
131096              53.05212402         -27.69135666        2.8606              25.6                0.062                1                  
131172              53.04912186         -27.69128799        3.282               24.199              0.025                1                  
131200              53.05124664         -27.6916008         1.6402              25.004              0.035                1                  
131324              53.05958176         -27.69064522        2.6875              25.752              0.084                1                  
131388              53.09531403         -27.69027138        1.54849             24.105              0.028                1                  
131406              53.07917786         -27.69093895        1.7494              25.499              0.052                1                  
131421              53.06055069         -27.69107628        1.6926              25.276              0.051                1                  
131442              53.05165482         -27.6908226         2.6017              24.227              0.024                1                  
131629              53.07654953         -27.68994331        2.1354              24.77               0.043                1                  
13166               53.18475723         -27.924263          2.7258              25.868              0.078                1                  
131699              53.04914856         -27.69043159        2.3002              24.564              0.027                1                  
131701              53.05810928         -27.69054413        2.6815              25.468              0.046                1                  
131732              53.04818344         -27.69041824        2.5707              25.307              0.073                1                  
131755              53.05784225         -27.69052124        1.8316              25.675              0.059                1                  
131822              53.09090042         -27.69010735        3.6963              25.131              0.042                1                  
131870              53.06512833         -27.68984413        2.7559              24.24               0.023                1                  
132132              53.08511353         -27.68937683        2.5338              24.759              0.03                 1                  
132172              53.08758545         -27.68768501        1.54976             24.389              0.035                1                  
132173              53.08713531         -27.68965149        2.4439              25.01               0.035                1                  
132285              53.09076691         -27.68880272        3.4196              25.34               0.056                1                  
132368              53.08757019         -27.68932915        2.0376              25.925              0.06                 1                  
132377              53.07949448         -27.6888237         2.233               25.374              0.064                1                  
132675              53.07924271         -27.68813324        3.3452              25.303              0.063                1                  
132782              53.06670761         -27.68831444        3.5734              25.991              0.068                1                  
132876              53.05832672         -27.68781281        2.4805              25.066              0.044                1                  
133071              53.09538269         -27.6875248         3.2298              24.834              0.031                1                  
133162              53.06505585         -27.68706131        2.1261              24.817              0.032                1                  
133176              53.06303787         -27.68719482        1.7302              24.876              0.033                1                  
133182              53.08581543         -27.68675041        2.0421              23.644              0.017                1                  
133300              53.06572342         -27.68719482        3.7463              25.683              0.053                1                  
133426              53.06045151         -27.68687057        1.6104              25.302              0.044                1                  
133575              53.06507874         -27.68655014        1.619               24.533              0.029                1                  
133738              53.07286835         -27.68618965        3.2646              25.836              0.072                1                  
134246              53.06530762         -27.6855545         1.6221              25.677              0.056                1                  
134373              53.07691956         -27.6851902         3.153               25.441              0.045                1                  
13462               53.15724564         -27.92346954        2.5633              25.245              0.041                1                  
134757              53.08296585         -27.68408012        2.5263              25.248              0.053                1                  
134948              53.08141708         -27.68360329        2.7143              25.026              0.043                1                  
135347              53.07018661         -27.68354034        3.3262              25.352              0.066                1                  
135378              53.06974411         -27.68358231        3.3256              25.837              0.069                1                  
135917              53.09371567         -27.68253708        2.9928              25.754              0.053                1                  
135941              53.07401276         -27.68250656        3.1559              25.895              0.069                1                  
13648               53.14407349         -27.92314911        1.6046              25.956              0.066                1                  
13678               53.15669632         -27.92292213        2.5769              25.442              0.057                1                  
13705               53.16940689         -27.92247772        2.5046              25.017              0.046                1                  
13755               53.13898468         -27.92246628        3.1766              24.493              0.027                1                  
13778               53.16624451         -27.92280006        2.6241              25.605              0.054                1                  
137940              53.09382248         -27.67909241        2.751               25.132              0.035                1                  
13996               53.13856125         -27.92237282        1.7584              25.668              0.057                1                  
14005               53.13552475         -27.92231369        2.5346              25.688              0.063                1                  
14050               53.14070129         -27.92159653        2.59304             25.265              0.065                1                  
14076               53.18595505         -27.92191887        2.7978              25.764              0.069                1                  
14081               53.14765549         -27.92211723        2.6594              25.907              0.072                1                  
14158               53.1479187          -27.92173004        3.1222              25.225              0.043                1                  
14209               53.15178299         -27.92200851        1.5462              25.592              0.045                1                  
14212               53.18313599         -27.91765022        1.60257             23.138              0.017                1                  
14413               53.15207291         -27.92159462        1.6686              25.943              0.098                1                  
14451               53.1802597          -27.92085838        1.9256              25.029              0.045                1                  
14465               53.18235779         -27.92120361        2.13146             25.756              0.071                1                  
14619               53.18751526         -27.91984367        1.6051              25.829              0.072                1                  
14629               53.15053558         -27.92056847        2.54841             25.111              0.044                1                  
14709               53.16189957         -27.92065048        3.1469              25.759              0.067                1                  
14808               53.17552948         -27.92066193        1.9895              25.674              0.054                1                  
14897               53.19380188         -27.92018127        1.7814              25.857              0.079                1                  
15013               53.1608696          -27.91983032        3.3348              24.787              0.039                1                  
15116               53.14710999         -27.92003822        2.616               25.583              0.046                1                  
15135               53.18660736         -27.91984367        1.8248              25.501              0.047                1                  
15154               53.17620468         -27.91977501        3.1548              25.934              0.064                1                  
15157               53.14732742         -27.91979599        2.6912              25.115              0.039                1                  
15160               53.15599823         -27.91917419        2.9835              24.374              0.036                1                  
15262               53.19029236         -27.91840363        1.688               23.98               0.025                1                  
