ObjectID            RA                  DEC                 z_match             Imag                Imag_error          Classification
46905               189.21662903        62.19747925         3.0663              25.231              0.041               1                   
46969               189.21691895        62.19715118         3.2064              25.476              0.045               1                   
47026               189.20024109        62.19739532         1.7217              25.579              0.052               1                   
47108               189.19081116        62.19738007         1.766               25.684              0.049               1                   
47194               189.22717285        62.1983757          1.7235              24.825              0.062               1                   
47378               189.23913574        62.19802475         3.2929              25.428              0.043               1                   
47379               189.26399231        62.19829178         2.287               25.057              0.035               1                   
47472               189.26054382        62.1986084          3.4577              25.504              0.08                1                   
47602               189.17825317        62.19842148         1.6199              25.741              0.049               1                   
47650               189.23249817        62.20029831         2.737               23.822              0.034               1                   
47699               189.22621155        62.19864273         2.329               25.301              0.037               1                   
47769               189.16091919        62.19957733         2.5365              24.423              0.026               1                   
47777               189.26094055        62.19919968         1.986               24.181              0.021               1                   
47839               189.21714783        62.19875336         2.7036              25.791              0.061               1                   
47912               189.23486328        62.19935608         2.3617              25.248              0.042               1                   
47957               189.13011169        62.19971848         2.7041              25.344              0.051               1                   
48006               189.25608826        62.19923782         3.1631              25.609              0.05                1                   
48017               189.1877594         62.19948959         1.6751              25.562              0.053               1                   
48028               189.15583801        62.19986725         2.51135             24.622              0.036               1                   
48054               189.19061279        62.1992569          2.6912              25.526              0.044               1                   
48085               189.20423889        62.19975662         3.1939              25.321              0.054               1                   
48400               189.22131348        62.2002182          2.1242              24.828              0.032               1                   
48575               189.17193604        62.20084381         3.218               24.3                0.025               1                   
49022               189.25346375        62.20107269         2.6566              25.434              0.049               1                   
49056               189.14208984        62.20103455         1.6016              24.974              0.034               1                   
49132               189.23309326        62.20134354         2.4037              25.174              0.044               1                   
49138               189.23739624        62.20134735         3.2544              25.782              0.054               1                   
49167               189.21354675        62.20143509         3.1766              25.539              0.06                1                   
49207               189.14855957        62.20143127         2.9781              25.283              0.079               1                   
49221               189.18814087        62.2015419          1.9425              25.169              0.042               1                   
49448               189.26957703        62.20175171         1.7191              25.807              0.056               1                   
49521               189.21621704        62.20225143         1.5863              24.984              0.041               1                   
49612               189.17311096        62.20190048         3.1216              25.982              0.056               1                   
49656               189.14849854        62.20214462         2.3523              25.383              0.041               1                   
49839               189.19789124        62.20314407         1.6835              25.277              0.051               1                   
50004               189.13348389        62.20312881         3.3033              24.683              0.029               1                   
50215               189.13745117        62.20380783         1.97874             24.451              0.029               1                   
50326               189.13859558        62.20350266         2.2488              25.721              0.099               1                   
50363               189.24824524        62.20404816         2.102               24.896              0.039               1                   
50382               189.2066803         62.20353317         1.9812              25.111              0.035               1                   
50412               189.14834595        62.20383072         1.7106              25.142              0.039               1                   
50540               189.24757385        62.20417404         2.1704              25.666              0.059               1                   
50612               189.12934875        62.20431137         3.3206              25.176              0.042               1                   
50613               189.27197266        62.20389175         1.8834              25.256              0.047               1                   
50661               189.26081848        62.20530319         1.76489             24.669              0.037               1                   
50723               189.22827148        62.20461655         1.68989             24.208              0.024               1                   
50776               189.24290466        62.20460892         1.9881              25.418              0.047               1                   
50882               189.13047791        62.20513535         3.3884              24.859              0.049               1                   
51030               189.1804657         62.2050972          2.1508              25.527              0.062               1                   
51066               189.21502686        62.20481873         2.04957             24.989              0.033               1                   
51284               189.10980225        62.20544052         1.78153             24.473              0.027               1                   
51376               189.20700073        62.20547867         2.3432              25.145              0.037               1                   
51468               189.17999268        62.20534515         2.5931              25.87               0.079               1                   
51605               189.22254944        62.20603943         1.72236             24.139              0.022               1                   
51690               189.13848877        62.20575333         3.1774              25.57               0.049               1                   
51727               189.22892761        62.20594406         1.677               25.434              0.046               1                   
51814               189.25032043        62.20703506         2.05                23.693              0.018               1                   
51876               189.23135376        62.20595551         1.7065              25.979              0.064               1                   
51879               189.22357178        62.20657349         1.7389              25.441              0.046               1                   
51915               189.10740662        62.20628738         1.5706              25.937              0.067               1                   
51946               189.26087952        62.20660019         1.67246             25.428              0.053               1                   
52054               189.24546814        62.20656967         1.9373              25.686              0.058               1                   
52180               189.18603516        62.20762634         1.7341              23.702              0.017               1                   
52225               189.22462463        62.20681763         1.7864              25.726              0.06                1                   
52234               189.21609497        62.2071228          1.9717              25.311              0.054               1                   
52259               189.21870422        62.20686722         1.6573              25.388              0.041               1                   
52296               189.25819397        62.20704269         3.2719              25.041              0.034               1                   
52411               189.21385193        62.20759964         2.1799              24.736              0.031               1                   
52432               189.19558716        62.20724869         2.6615              25.088              0.038               1                   
52452               189.17863464        62.20774841         1.8554              25.521              0.049               1                   
52566               189.17900085        62.20742035         1.6834              25.968              0.075               1                   
52652               189.15280151        62.20801163         1.6193              25.518              0.056               1                   
52681               189.24681091        62.20759583         3.023               25.78               0.058               1                   
52705               189.17053223        62.20768738         1.6744              25.597              0.06                1                   
52740               189.19255066        62.20791245         1.6459              25.235              0.038               1                   
52828               189.19265747        62.20808411         1.5855              24.873              0.036               1                   
52832               189.12739563        62.20811462         1.5654              25.561              0.062               1                   
52864               189.17103577        62.20845032         1.8137              24.671              0.034               1                   
52880               189.13778687        62.20840454         3.4666              24.715              0.036               1                   
52883               189.18901062        62.20937729         1.7842              25.738              0.059               1                   
52936               189.2371521         62.20809937         1.7503              25.361              0.052               1                   
53010               189.16488647        62.20846939         3.5391              25.13               0.045               1                   
53149               189.17672729        62.20903397         1.9612              25.178              0.036               1                   
53254               189.17379761        62.20863724         2.2508              25.758              0.053               1                   
53283               189.14059448        62.20857239         3.1765              25.801              0.055               1                   
53367               189.12283325        62.20886612         2.8106              25.002              0.033               1                   
53444               189.21366882        62.20939255         1.9333              24.993              0.036               1                   
53454               189.25437927        62.20898819         1.8008              25.571              0.056               1                   
53652               189.26673889        62.20944595         2.5462              24.323              0.02                1                   
53740               189.20649719        62.21002579         2.01922             24.604              0.03                1                   
53760               189.25788879        62.20964432         2.418               24.695              0.03                1                   
53790               189.13835144        62.20946121         3.2303              25.44               0.047               1                   
53842               189.23381042        62.21243668         3.6155              24.339              0.058               1                   
53914               189.23820496        62.20955276         3.4165              25.517              0.052               1                   
53916               189.16046143        62.20999146         1.7643              25.681              0.065               1                   
53973               189.14234924        62.21006012         2.1421              25.24               0.043               1                   
54170               189.13764954        62.20997238         2.2195              25.824              0.051               1                   
54172               189.18032837        62.21079636         2.2833              24.64               0.034               1                   
54398               189.17384338        62.21079636         2.3949              24.68               0.03                1                   
54497               189.13722229        62.21098328         2.0638              25.61               0.056               1                   
54600               189.18382263        62.21245575         1.67647             24.775              0.048               1                   
54616               189.17440796        62.21212006         2.3704              25.176              0.053               1                   
54732               189.18513489        62.2122612          1.8868              23.909              0.023               1                   
54776               189.19024658        62.21166229         1.76627             25.678              0.065               1                   
54998               189.20808411        62.21210098         1.8208              25.275              0.061               1                   
55142               189.15589905        62.21314621         1.99367             24.066              0.04                1                   
55638               189.18440247        62.21447372         1.7464              25.134              0.056               1                   
55664               189.1121521         62.21332932         1.75385             24.344              0.025               1                   
55871               189.20942688        62.21379089         1.8889              25.736              0.078               1                   
55914               189.18759155        62.21419907         1.9029              24.736              0.033               1                   
55934               189.13311768        62.21440125         2.441               24.182              0.028               1                   
56035               189.18759155        62.21419907         1.9029              24.259              0.026               1                   
56164               189.14529419        62.21485519         2.8591              25.368              0.054               1                   
56244               189.162323          62.21430588         2.3434              25.829              0.073               1                   
56331               189.17518616        62.21461868         2.4319              25.81               0.067               1                   
56422               189.12103271        62.21442795         2.1287              25.86               0.055               1                   
56740               189.19943237        62.21539307         2.932               24.823              0.045               1                   
56763               189.1987915         62.21552277         2.932               24.523              0.03                1                   
57082               189.17370605        62.21618652         1.6464              23.655              0.015               1                   
57364               189.12213135        62.216465           1.914               25.45               0.059               1                   
57451               189.1315918         62.21641159         1.7388              24.755              0.029               1                   
57839               189.15081787        62.21696472         1.6081              25.976              0.07                1                   
57842               189.13870239        62.2168541          1.6515              25.543              0.05                1                   
58335               189.21818542        62.21751022         2.8681              25.756              0.054               1                   
58380               189.17570496        62.21809006         2.00567             25.046              0.039               1                   
58717               189.20323181        62.21828461         3.1151              25.638              0.051               1                   
58754               189.14755249        62.21846008         2.4059              25.989              0.072               1                   
58862               189.18664551        62.21868134         2.4407              25.199              0.043               1                   
58889               189.15119934        62.21836472         3.0826              25.622              0.048               1                   
58891               189.18321228        62.21998596         2.9671              24.588              0.061               1                   
59206               189.22033691        62.21906281         2.3167              25.98               0.092               1                   
59363               189.18377686        62.21966171         2.929               24.439              0.025               1                   
59389               189.15409851        62.21983719         2.9662              25.527              0.056               1                   
59520               189.18377686        62.21966171         2.929               24.453              0.023               1                   
59592               189.16918945        62.21969986         2.0842              25.187              0.041               1                   
59699               189.21665955        62.2208252          1.9962              25.853              0.065               1                   
59701               189.15447998        62.22016525         2.0605              25.205              0.049               1                   
59911               189.17993164        62.21995544         1.6283              25.614              0.043               1                   
59944               189.22798157        62.22078705         2.288               24.233              0.022               1                   
59977               189.14065552        62.22037125         2.15661             25.833              0.088               1                   
60546               189.18356323        62.22111511         2.1548              25.932              0.061               1                   
61016               189.22187805        62.22264099         1.6495              24.461              0.028               1                   
61435               189.22160339        62.22299194         2.4063              24.768              0.03                1                   
61458               189.13627625        62.2225647          2.7115              25.693              0.047               1                   
61913               189.22409058        62.22373962         1.9496              25.067              0.042               1                   
61969               189.17163086        62.22415161         1.8523              25.961              0.073               1                   
62373               189.23210144        62.22414017         2.1125              25.245              0.038               1                   
62465               189.18115234        62.22493744         3.4211              25.888              0.135               1                   
62482               189.20690918        62.22465897         3.1485              25.459              0.043               1                   
62484               189.22261047        62.2248497          3.1901              24.573              0.027               1                   
62626               189.18606567        62.22517776         2.0663              25.496              0.051               1                   
62726               189.20957947        62.22494125         1.9882              25.028              0.036               1                   
62974               189.22140503        62.22548294         3.4837              25.383              0.041               1                   
63032               189.15055847        62.22750854         3.25672             24.306              0.036               1                   
63705               189.1463623         62.22660828         1.9368              25.597              0.049               1                   
63798               189.21835327        62.22716522         3.2689              25.142              0.046               1                   
64046               189.21835327        62.22716522         3.2689              25.829              0.054               1                   
64104               189.21977234        62.22753525         3.1686              25.158              0.035               1                   
64383               189.18460083        62.22791672         2.0915              25.749              0.064               1                   
64507               189.22755432        62.22815704         2.3322              25.192              0.039               1                   
64581               189.22070312        62.22894287         1.901               24.5                0.028               1                   
64843               189.22311401        62.22897339         3.0409              25.951              0.071               1                   
64990               189.22108459        62.2289238          1.953               25.413              0.039               1                   
65058               189.18125916        62.22950745         2.937               24.717              0.033               1                   
65090               189.22129822        62.22946548         3.224               25.701              0.062               1                   
65101               189.23173523        62.23013687         1.6558              25.777              0.095               1                   
65252               189.18896484        62.22973633         3.0007              25.067              0.045               1                   
65569               189.22976685        62.23006058         2.2078              25.098              0.037               1                   
65590               189.17338562        62.23040771         3.2435              24.851              0.039               1                   
65693               189.21220398        62.23029709         3.0088              25.977              0.076               1                   
65694               189.21328735        62.23023605         2.6232              25.143              0.04                1                   
65873               189.18913269        62.23058319         1.8688              25.397              0.044               1                   
65922               189.17817688        62.23062134         1.7593              25.037              0.033               1                   
66152               189.19859314        62.23093033         1.6672              25.948              0.071               1                   
66398               189.15136719        62.23152161         1.9187              25.654              0.052               1                   
66787               189.18254089        62.23201752         2.833               25.878              0.099               1                   
66864               189.17021179        62.23287582         3.087               24.008              0.019               1                   
67111               189.17564392        62.23288345         3.1274              25.123              0.045               1                   
67300               189.20870972        62.23365021         2.231               24.573              0.031               1                   
67342               189.16700745        62.23303986         2.9839              25.719              0.056               1                   
67455               189.14753723        62.23364639         1.5682              24.976              0.035               1                   
67681               189.17538452        62.23371887         1.678               25.596              0.06                1                   
67893               189.17816162        62.23413086         1.9847              24.839              0.033               1                   
67942               189.2232666         62.23617172         3.2271              24.548              0.026               1                   
68021               189.18692017        62.23501205         1.91392             24.826              0.034               1                   
68024               189.22743225        62.23437119         2.3869              25.484              0.05                1                   
68032               189.21109009        62.2342186          2.3927              25.675              0.055               1                   
68135               189.19818115        62.2342453          2.1656              25.529              0.041               1                   
68236               189.20205688        62.23451614         1.9267              25.94               0.061               1                   
68388               189.22740173        62.23552322         2.0744              24.527              0.031               1                   
68714               189.21647644        62.23560715         3.0174              25.611              0.059               1                   
68718               189.18147278        62.23583221         2.2681              24.806              0.031               1                   
68866               189.2270813         62.23561859         1.6832              25.674              0.05                1                   
68884               189.21388245        62.23646164         1.81229             24.381              0.026               1                   
68890               189.17596436        62.23572922         1.8012              25.742              0.051               1                   
68935               189.18365479        62.23613739         2.2242              24.47               0.028               1                   
69053               189.19117737        62.23669815         2.2768              24.836              0.037               1                   
69062               189.19868469        62.23598862         1.6027              25.76               0.051               1                   
69151               189.1915741         62.23648071         2.0945              25.816              0.084               1                   
69212               189.20756531        62.23744202         1.872               23.843              0.021               1                   
69305               189.16279602        62.23722458         2.1127              25.084              0.046               1                   
69541               189.17175293        62.2379837          1.98769             24.588              0.031               1                   
69567               189.25090027        62.23696899         2.5355              25.811              0.053               1                   
69613               189.17385864        62.23734665         1.7903              25.945              0.07                1                   
69827               189.20127869        62.23795319         2.0036              23.466              0.014               1                   
69939               189.20722961        62.23767853         1.7894              25.188              0.035               1                   
70064               189.20098877        62.23846436         2.009               24.132              0.023               1                   
70150               189.12536621        62.23885727         1.8128              25.069              0.046               1                   
70177               189.20744324        62.23868561         1.8277              25.574              0.052               1                   
70308               189.22441101        62.23838806         3.0268              25.348              0.046               1                   
70361               189.13957214        62.2383728          3.2278              24.904              0.028               1                   
70471               189.14831543        62.24000168         2.005               23.248              0.014               1                   
70568               189.14459229        62.23911285         1.87916             24.998              0.039               1                   
70595               189.19065857        62.23940659         3.18288             24.291              0.025               1                   
70618               189.15969849        62.23896408         2.8288              25.831              0.066               1                   
70648               189.12942505        62.24021149         1.63531             24.928              0.041               1                   
70682               189.21827698        62.23918152         1.6959              25.417              0.053               1                   
70758               189.16868591        62.23939133         3.0966              25.843              0.068               1                   
70848               189.16047668        62.23942184         2.99                24.023              0.017               1                   
70972               189.19911194        62.23929214         1.7116              25.884              0.069               1                   
71042               189.2474823         62.23955917         3.1809              25.858              0.065               1                   
71051               189.26126099        62.24053574         3.214               23.914              0.021               1                   
71222               189.26126099        62.24053574         3.214               25.882              0.088               1                   
71374               189.23838806        62.24162292         1.873               24.083              0.026               1                   
71520               189.2051239         62.24039078         1.7171              25.754              0.054               1                   
71609               189.15672302        62.24078369         2.0381              24.823              0.029               1                   
71904               189.24775696        62.24111176         2.9174              25.24               0.037               1                   
72089               189.21775818        62.24178696         3.0037              25.479              0.054               1                   
72473               189.1802063         62.24240494         2.0961              25.88               0.061               1                   
72506               189.13394165        62.24242783         3.498               24.974              0.033               1                   
72773               189.21690369        62.24276352         2.0189              25.771              0.056               1                   
72787               189.14761353        62.24377823         2.00266             23.788              0.017               1                   
72807               189.20109558        62.24343491         1.9514              25.963              0.087               1                   
73181               189.11865234        62.24341965         1.5568              25.588              0.045               1                   
73279               189.25860596        62.24538422         1.971               24.051              0.024               1                   
73418               189.25959778        62.24407196         2.9632              25.286              0.041               1                   
73435               189.20269775        62.24449539         2.053               25.038              0.042               1                   
73498               189.21669006        62.24429703         3.1671              25.141              0.044               1                   
73589               189.19969177        62.24441528         1.9208              25.568              0.052               1                   
73724               189.17547607        62.24441147         3.1612              25.646              0.048               1                   
73747               189.17726135        62.24472046         1.9023              24.93               0.035               1                   
73852               189.19473267        62.24610138         2.00417             23.308              0.014               1                   
73908               189.25215149        62.24492264         3.0695              24.689              0.027               1                   
73984               189.15814209        62.24517441         3.2669              25.903              0.091               1                   
74168               189.210495          62.24571609         3.1206              24.87               0.035               1                   
74312               189.25860596        62.24538422         1.971               25.679              0.056               1                   
74418               189.21165466        62.24571991         3.1122              24.831              0.028               1                   
74546               189.20375061        62.247509           2.363               23.528              0.015               1                   
74694               189.19195557        62.2469101          2.9452              25.141              0.076               1                   
74769               189.18778992        62.24678802         2.97689             24.761              0.035               1                   
74930               189.18347168        62.24739838         2.095               24.191              0.024               1                   
75029               189.17654419        62.24685669         2.8801              24.683              0.026               1                   
75056               189.19024658        62.24768066         2.2211              25.791              0.054               1                   
75072               189.14385986        62.24695587         1.7235              25.709              0.061               1                   
75127               189.18013           62.24769974         1.85194             24.621              0.031               1                   
75229               189.13383484        62.247509           1.853               24.429              0.025               1                   
75422               189.17489624        62.24756241         2.0047              25.167              0.038               1                   
75811               189.14225769        62.24828339         1.7347              25.352              0.042               1                   
75916               189.22573853        62.24853897         1.8515              25.996              0.071               1                   
76110               189.21791077        62.24909973         2.91572             24.736              0.03                1                   
76146               189.13961792        62.24911118         3.3351              25.339              0.047               1                   
76260               189.11637878        62.24909973         3.7497              25.716              0.054               1                   
76321               189.14805603        62.24924088         1.7438              25.578              0.054               1                   
76392               189.13961792        62.24911118         3.3351              25.991              0.056               1                   
76411               189.12147522        62.24975586         1.7068              25.35               0.062               1                   
76442               189.25502014        62.25035477         2.4212              25.206              0.057               1                   
76486               189.15026855        62.24973679         2.3057              25.521              0.049               1                   
76694               189.23364258        62.25025558         3.1238              25.138              0.036               1                   
76744               189.11642456        62.25042343         2.2404              25.323              0.052               1                   
76848               189.20355225        62.25069427         3.0547              24.718              0.031               1                   
77052               189.21589661        62.25131226         2.18038             25.117              0.043               1                   
77258               189.13919067        62.25130463         2.431               23.984              0.018               1                   
77271               189.13822937        62.25123596         3.0513              25.536              0.062               1                   
77403               189.19172668        62.2513504          1.7451              25.409              0.043               1                   
77414               189.2194519         62.25229645         2.15188             25.079              0.062               1                   
77485               189.14700317        62.25128174         3.6666              25.547              0.043               1                   
77760               189.14810181        62.25213242         2.19                25.41               0.041               1                   
77782               189.13806152        62.25254059         1.554               25.476              0.066               1                   
77807               189.16151428        62.25202942         3.0168              24.629              0.026               1                   
77878               189.25190735        62.25246429         2.33676             24.948              0.042               1                   
77978               189.23458862        62.25246048         3.0753              25.289              0.042               1                   
77982               189.12586975        62.25233459         3.4198              25.8                0.056               1                   
78208               189.21536255        62.2528038          3.1686              25.626              0.049               1                   
78362               189.12831116        62.25371552         1.99666             25.62               0.067               1                   
78363               189.15361023        62.25304413         1.8037              25.162              0.037               1                   
78447               189.14604187        62.25379562         3.2983              25.326              0.061               1                   
78582               189.22756958        62.25334167         3.3644              25.334              0.038               1                   
78606               189.19723511        62.25350189         2.9006              25.424              0.049               1                   
78689               189.13894653        62.25330734         2.1826              25.937              0.057               1                   
78789               189.21617126        62.25404739         3.2015              25.477              0.064               1                   
78826               189.21604919        62.25437164         3.1896              24.42               0.025               1                   
78827               189.18067932        62.25391769         2.3669              25.925              0.081               1                   
78920               189.24794006        62.25399017         3.3287              25.558              0.051               1                   
78984               189.19026184        62.25573349         1.88349             24.888              0.032               1                   
79026               189.23591614        62.25531387         1.988               24.482              0.03                1                   
79105               189.23657227        62.25460815         1.9783              25.643              0.066               1                   
79134               189.25498962        62.25574875         1.807               23.707              0.021               1                   
79261               189.19451904        62.25476074         3.0321              25.101              0.038               1                   
79429               189.26200867        62.25578308         2.48337             24.842              0.051               1                   
79786               189.26176453        62.2562561          2.481               24.8                0.046               1                   
79908               189.14804077        62.25606918         2.98                24.319              0.021               1                   
80040               189.26237488        62.25657654         2.48337             24.214              0.028               1                   
80089               189.12197876        62.25646973         1.647               25.717              0.067               1                   
80156               189.26237488        62.25657654         2.48337             24.929              0.042               1                   
80188               189.28274536        62.25694656         2.8908              25.267              0.05                1                   
80453               189.20666504        62.25677872         3.7974              25.894              0.056               1                   
80472               189.31718445        62.25734329         3.0469              24.875              0.039               1                   
80693               189.28379822        62.25758362         2.10185             25.34               0.057               1                   
80720               189.27282715        62.25734329         2.00116             24.759              0.028               1                   
80785               189.31698608        62.25718307         2.9325              25.774              0.05                1                   
81005               189.13446045        62.25774384         1.5824              25.758              0.053               1                   
81136               189.16177368        62.25776672         1.5512              25.568              0.045               1                   
81190               189.25921631        62.25818253         1.9202              25.844              0.069               1                   
81198               189.22377014        62.25783539         2.5738              25.721              0.075               1                   
81202               189.14028931        62.25917053         2.4862              23.886              0.018               1                   
81351               189.1860199         62.25878525         2.4416              24.624              0.031               1                   
81542               189.14225769        62.25875854         1.8131              25.345              0.049               1                   
81588               189.12606812        62.25866699         1.8626              25.97               0.064               1                   
81740               189.24098206        62.25953293         3.2406              24.989              0.044               1                   
81751               189.25895691        62.2595253          2.6766              24.433              0.033               1                   
81828               189.17140198        62.25962448         1.64323             24.318              0.025               1                   
81839               189.27514648        62.25929642         2.7838              25.657              0.057               1                   
82003               189.16171265        62.25976181         2.0382              25.104              0.046               1                   
82227               189.3263855         62.25978851         3.1861              24.991              0.034               1                   
82243               189.12586975        62.26034927         3.2579              25.25               0.051               1                   
82261               189.27728271        62.2598381          3.1927              25.149              0.036               1                   
82351               189.20361328        62.26042175         1.6594              25.704              0.064               1                   
82356               189.26243591        62.26016235         1.81933             24.925              0.035               1                   
82361               189.26734924        62.25989532         2.1721              25.532              0.057               1                   
82526               189.28483582        62.26066589         2.8041              25.512              0.061               1                   
82738               189.21528625        62.26093292         2.1701              25.55               0.062               1                   
83051               189.16374207        62.26327133         1.79827             24.332              0.036               1                   
83073               189.20426941        62.26177979         3.125               23.917              0.018               1                   
83129               189.17704773        62.26190186         2.45                22.732              0.009               1                   
83417               189.16421509        62.26180649         3.2873              25.793              0.071               1                   
83452               189.27047729        62.26223755         3.3024              25.241              0.054               1                   
83472               189.13380432        62.26174927         1.8695              25.974              0.071               1                   
83575               189.20426941        62.26177979         3.125               25.312              0.043               1                   
83617               189.25891113        62.26204681         2.3059              25.462              0.079               1                   
83919               189.18218994        62.26289368         1.66                24.623              0.029               1                   
83993               189.22070312        62.26270294         2.164               24.369              0.024               1                   
84141               189.23510742        62.26277924         1.538               25.766              0.052               1                   
84293               189.15463257        62.26330948         2.9359              24.803              0.03                1                   
84540               189.20918274        62.26428223         2.96101             24.484              0.03                1                   
84562               189.25813293        62.26390076         2.18834             24.738              0.03                1                   
84580               189.27442932        62.26376343         2.4029              25.032              0.039               1                   
84616               189.2346344         62.26452637         2.324               24.567              0.029               1                   
84635               189.2328949         62.26392746         2.2757              24.803              0.03                1                   
84682               189.22610474        62.26402664         3.0935              25.692              0.05                1                   
84688               189.19236755        62.26434708         2.046               23.592              0.014               1                   
84705               189.22644043        62.26459885         3.0272              25.32               0.053               1                   
84747               189.23590088        62.26416016         2.3108              25.052              0.035               1                   
84797               189.26161194        62.26430511         2.2157              25.614              0.05                1                   
84883               189.27148438        62.26472092         2.0009              24.865              0.032               1                   
84914               189.12818909        62.26420212         1.6819              25.957              0.084               1                   
85125               189.14840698        62.26470184         2.246               25.76               0.054               1                   
85224               189.17089844        62.2650032          2.628               25.633              0.056               1                   
85345               189.20103455        62.26568222         2.44                23.58               0.014               1                   
85501               189.17321777        62.26556778         2.3229              25.934              0.069               1                   
85514               189.32225037        62.26571274         2.0291              25.41               0.049               1                   
85588               189.26185608        62.26699829         1.5761              25.038              0.037               1                   
85747               189.20196533        62.26660919         2.439               24.409              0.027               1                   
85933               189.20013428        62.26642609         1.8363              25.471              0.048               1                   
85934               189.33055115        62.26639175         1.564               24.415              0.026               1                   
86004               189.15562439        62.26663971         2.7344              24.634              0.03                1                   
86052               189.28335571        62.26654053         1.7216              25.843              0.061               1                   
86082               189.25737           62.26653671         2.8143              25.78               0.053               1                   
86177               189.32418823        62.26730728         2.01319             24.274              0.023               1                   
86209               189.27029419        62.26710892         1.8137              25.61               0.056               1                   
86254               189.31419373        62.26774597         2.371               24.109              0.021               1                   
86298               189.222229          62.26699448         2.979               25.026              0.037               1                   
86381               189.21775818        62.26715851         1.6586              25.935              0.064               1                   
86607               189.3502655         62.26836777         1.78                23.672              0.017               1                   
86639               189.31108093        62.26830673         1.8954              25.059              0.041               1                   
86961               189.13458252        62.26862335         3.2968              25.191              0.044               1                   
87001               189.19515991        62.2688446          3.1637              24.509              0.027               1                   
87251               189.21406555        62.26899338         3.1713              25.176              0.041               1                   
87446               189.35054016        62.26993561         1.5731              24.122              0.024               1                   
87473               189.14640808        62.26957703         3.3927              25.965              0.089               1                   
87575               189.26750183        62.26979065         2.0328              25.178              0.038               1                   
87617               189.35139465        62.26980591         1.5916              25.915              0.107               1                   
87633               189.19276428        62.2701683          3.6082              25.074              0.038               1                   
87690               189.3155365         62.27028275         2.8461              24.966              0.038               1                   
87697               189.22927856        62.26950073         1.6229              25.403              0.039               1                   
87796               189.26211548        62.2703743          2.06945             25.491              0.054               1                   
88002               189.19140625        62.2702179          1.6492              25.298              0.049               1                   
88075               189.19076538        62.2702179          2.0497              25.914              0.062               1                   
88208               189.26211548        62.2703743          2.06945             25.73               0.053               1                   
88247               189.24934387        62.27064133         2.0988              25.856              0.086               1                   
88304               189.29634094        62.27056885         3.2585              25.88               0.052               1                   
88471               189.2137146         62.27180862         1.6853              25.499              0.059               1                   
88560               189.23912048        62.27170563         2.482               24.674              0.032               1                   
88617               189.22583008        62.27142334         1.86337             24.732              0.027               1                   
88627               189.32479858        62.27126694         1.7871              25.353              0.048               1                   
88637               189.31439209        62.2713089          2.0661              25.918              0.066               1                   
88638               189.27622986        62.27156448         2.00266             24.87               0.039               1                   
88680               189.15208435        62.27173233         1.9862              25.108              0.042               1                   
88681               189.18757629        62.27191162         2.2329              24.78               0.042               1                   
88912               189.24134827        62.27181625         2.4638              25.173              0.035               1                   
88931               189.12657166        62.27165604         2.7029              25.683              0.046               1                   
88947               189.12586975        62.27243423         2.2308              25.331              0.041               1                   
88964               189.17982483        62.27232361         2.307               23.959              0.021               1                   
88977               189.33930969        62.27193832         2.2632              25.028              0.033               1                   
89011               189.2359314         62.27225494         2.4572              24.879              0.033               1                   
89022               189.33081055        62.27252579         1.5681              23.661              0.016               1                   
89069               189.13447571        62.27235031         3.4052              25.121              0.039               1                   
89185               189.26199341        62.27244186         1.862               24.272              0.021               1                   
89392               189.23716736        62.27272034         2.2247              24.955              0.033               1                   
89463               189.34741211        62.27325058         3.0666              24.859              0.031               1                   
89507               189.15466309        62.27460098         2.4825              24.144              0.028               1                   
89511               189.31323242        62.27313232         1.6521              25.962              0.082               1                   
89630               189.23873901        62.27354813         2.3356              24.953              0.034               1                   
89645               189.34521484        62.27316284         2.6888              25.313              0.042               1                   
89686               189.1690979         62.27359772         1.876               25.93               0.079               1                   
89743               189.25939941        62.27328491         2.175               25.823              0.054               1                   
89824               189.12731934        62.273983           2.42294             23.802              0.016               1                   
89849               189.1269989         62.27386856         2.49209             24.005              0.019               1                   
89892               189.3530426         62.27377319         1.6597              25.509              0.048               1                   
89898               189.30895996        62.27441788         2.345               24.219              0.026               1                   
89998               189.20901489        62.27367401         3.0692              25.903              0.054               1                   
90135               189.32084656        62.27432632         1.7183              25.564              0.06                1                   
90206               189.17735291        62.27491379         1.66                24.183              0.025               1                   
90236               189.34526062        62.27435684         2.3991              24.267              0.02                1                   
90255               189.27287292        62.27476883         1.8373              25.918              0.073               1                   
90275               189.26853943        62.2741394          3.2624              25.702              0.051               1                   
90497               189.32591248        62.28151703         2.2396              23.339              0.017               1                   
90611               189.29986572        62.27556992         2.4036              25.066              0.044               1                   
90732               189.22615051        62.27664185         1.96                25.203              0.049               1                   
90849               189.26359558        62.27640152         3.239               23.384              0.016               1                   
90936               189.28587341        62.27577972         2.8357              25.684              0.075               1                   
90942               189.28491211        62.27582932         2.3806              25.59               0.066               1                   
91214               189.26087952        62.27609253         2.376               24.606              0.026               1                   
91264               189.21582031        62.27615738         3.1033              24.982              0.033               1                   
91329               189.17939758        62.27666092         3.2197              24.502              0.03                1                   
91463               189.23916626        62.27655411         2.0638              25.413              0.039               1                   
91541               189.18112183        62.27641678         2.9597              25.305              0.037               1                   
91615               189.15135193        62.27703094         1.9308              25.323              0.051               1                   
91862               189.25080872        62.2771759          1.9182              25.349              0.041               1                   
92294               189.24539185        62.27828979         1.6844              25.236              0.048               1                   
